record,fs_used,signal_std,max_abs_autocorr,n_peaks,prominence,distance_samples,reason
p10119\p10119_s18,250,0.9999999999999999,5000.000000000002,11,0.1,75,ok
p10119\p10119_s19,250,0.9999999999999999,5000.000000000001,27,0.1,75,ok
p10119\p10119_s20,250,1.0,4999.999999999999,14,0.1,75,ok
p10119\p10119_s21,250,1.0,5000.000000000002,25,0.1,75,ok
p10119\p10119_s22,250,1.0,5000.000000000002,22,0.1,75,ok
p10119\p10119_s23,250,1.0,5000.000000000001,20,0.1,75,ok
p10119\p10119_s24,250,1.0,5000.000000000001,18,0.1,75,ok
p10119\p10119_s25,250,1.0,5000.0,18,0.1,75,ok
p10119\p10119_s26,250,1.0,4999.999999999999,18,0.1,75,ok
p10119\p10119_s27,250,1.0,5000.000000000001,4,0.1,75,ok
p10119\p10119_s28,250,1.0,5000.0,22,0.1,75,ok
p10119\p10119_s29,250,1.0,4999.999999999998,17,0.1,75,ok
p10119\p10119_s30,250,1.0,4999.999999999998,17,0.1,75,ok
p10119\p10119_s31,250,1.0,5000.000000000001,16,0.1,75,ok
p10119\p10119_s32,250,0.9999999999999999,5000.000000000002,21,0.1,75,ok
p10119\p10119_s33,250,1.0,5000.000000000001,20,0.1,75,ok
p10119\p10119_s34,250,1.0,5000.0,8,0.1,75,ok
p10119\p10119_s35,250,1.0,4999.999999999999,18,0.1,75,ok
p10119\p10119_s36,250,0.9999999999999999,4999.999999999999,15,0.1,75,ok
p10119\p10119_s37,250,1.0,4999.999999999999,12,0.1,75,ok
p10119\p10119_s38,250,0.9999999999999999,5000.000000000002,21,0.1,75,ok
p10119\p10119_s39,250,1.0,5000.0,14,0.1,75,ok
p10119\p10119_s40,250,1.0,5000.000000000001,22,0.1,75,ok
p10119\p10119_s41,250,1.0,5000.0,10,0.1,75,ok
p10119\p10119_s42,250,1.0,5000.0,17,0.1,75,ok
p10119\p10119_s43,250,1.0,5000.000000000001,18,0.1,75,ok
p10119\p10119_s44,250,1.0,5000.0,13,0.1,75,ok
p10119\p10119_s45,250,1.0,5000.0,19,0.1,75,ok
p10119\p10119_s46,250,1.0,5000.000000000002,19,0.1,75,ok
p10119\p10119_s47,250,1.0,4999.999999999998,15,0.1,75,ok
p10119\p10119_s48,250,1.0,5000.000000000002,20,0.1,75,ok
p10119\p10119_s49,250,0.9999999999999998,5000.000000000002,14,0.1,75,ok
p10120\p10120_s00,250,1.0,5000.000000000002,3,0.1,75,ok
p10120\p10120_s01,250,1.0,5000.000000000002,12,0.1,75,ok
p10120\p10120_s02,250,1.0,4999.999999999998,15,0.1,75,ok
p10120\p10120_s03,250,1.0,5000.000000000001,23,0.1,75,ok
p10120\p10120_s04,250,1.0,5000.000000000001,24,0.1,75,ok
p10120\p10120_s05,250,1.0,5000.0,7,0.1,75,ok
p10120\p10120_s06,250,1.0,5000.000000000001,14,0.1,75,ok
p10120\p10120_s07,250,1.0,5000.000000000002,11,0.1,75,ok
p10120\p10120_s08,250,1.0,5000.000000000001,11,0.1,75,ok
p10120\p10120_s09,250,1.0,5000.000000000001,17,0.1,75,ok
p10120\p10120_s10,250,0.9999999999999998,5000.000000000001,13,0.1,75,ok
p10120\p10120_s11,250,0.9999999999999998,5000.000000000001,5,0.1,75,ok
p10120\p10120_s12,250,1.0,5000.0,16,0.1,75,ok
p10120\p10120_s13,250,0.9999999999999999,4999.999999999999,8,0.1,75,ok
p10120\p10120_s14,250,1.0,5000.000000000002,18,0.1,75,ok
p10120\p10120_s15,250,1.0,5000.000000000001,15,0.1,75,ok
p10120\p10120_s16,250,0.9999999999999998,5000.000000000001,19,0.1,75,ok
p10120\p10120_s17,250,1.0,5000.000000000002,13,0.1,75,ok
p10120\p10120_s18,250,1.0,5000.000000000002,10,0.1,75,ok
p10120\p10120_s19,250,1.0000000000000002,5000.000000000001,21,0.1,75,ok
p10120\p10120_s20,250,1.0,5000.000000000001,3,0.1,75,ok
p10120\p10120_s21,250,0.9999999999999998,5000.0,10,0.1,75,ok
p10120\p10120_s22,250,1.0,5000.0,11,0.1,75,ok
p10120\p10120_s23,250,1.0,5000.000000000001,24,0.1,75,ok
p10120\p10120_s24,250,1.0,5000.000000000001,4,0.1,75,ok
p10120\p10120_s25,250,1.0,4999.999999999999,8,0.1,75,ok
p10120\p10120_s26,250,1.0,5000.000000000002,10,0.1,75,ok
p10120\p10120_s27,250,1.0,4999.999999999999,4,0.1,75,ok
p10120\p10120_s28,250,1.0,4999.999999999999,14,0.1,75,ok
p10120\p10120_s29,250,1.0,4999.999999999999,8,0.1,75,ok
p10120\p10120_s30,250,0.9999999999999999,5000.0,11,0.1,75,ok
p10120\p10120_s31,250,0.9999999999999999,5000.000000000003,14,0.1,75,ok
p10120\p10120_s32,250,1.0,5000.0,15,0.1,75,ok
p10120\p10120_s33,250,0.9999999999999999,5000.0,4,0.1,75,ok
p10120\p10120_s34,250,1.0,5000.000000000003,8,0.1,75,ok
p10120\p10120_s35,250,1.0,4999.999999999997,11,0.1,75,ok
p10120\p10120_s36,250,0.9999999999999999,5000.000000000003,25,0.1,75,ok
p10120\p10120_s37,250,1.0,5000.000000000001,11,0.1,75,ok
p10120\p10120_s38,250,1.0,5000.000000000001,8,0.1,75,ok
p10120\p10120_s39,250,0.9999999999999999,5000.000000000001,6,0.1,75,ok
p10120\p10120_s40,250,1.0,4999.999999999999,8,0.1,75,ok
p10120\p10120_s41,250,1.0,5000.0,17,0.1,75,ok
p10120\p10120_s42,250,1.0,4999.999999999998,23,0.1,75,ok
p10120\p10120_s43,250,1.0,4999.999999999999,14,0.1,75,ok
p10120\p10120_s44,250,1.0,5000.000000000002,17,0.1,75,ok
p10120\p10120_s45,250,1.0,4999.999999999999,12,0.1,75,ok
p10120\p10120_s46,250,1.0,4999.999999999999,11,0.1,75,ok
p10120\p10120_s47,250,1.0,5000.000000000003,21,0.1,75,ok
p10120\p10120_s48,250,1.0,4999.999999999998,15,0.1,75,ok
p10120\p10120_s49,250,1.0,4999.999999999999,20,0.1,75,ok
p10121\p10121_s00,250,1.0,4999.999999999997,2,0.1,75,ok
p10121\p10121_s01,250,1.0,4999.999999999998,12,0.1,75,ok
p10121\p10121_s02,250,1.0,5000.000000000001,18,0.1,75,ok
p10121\p10121_s03,250,1.0,5000.000000000001,14,0.1,75,ok
p10121\p10121_s04,250,1.0,4999.999999999998,12,0.1,75,ok
p10121\p10121_s05,250,0.9999999999999999,5000.000000000001,18,0.1,75,ok
p10121\p10121_s06,250,1.0,5000.0,10,0.1,75,ok
p10121\p10121_s07,250,1.0,4999.999999999999,16,0.1,75,ok
p10121\p10121_s08,250,0.9999999999999999,5000.000000000001,11,0.1,75,ok
p10121\p10121_s09,250,1.0,5000.0,12,0.1,75,ok
p10121\p10121_s10,250,1.0,5000.0,20,0.1,75,ok
p10121\p10121_s11,250,1.0,5000.0,19,0.1,75,ok
p10121\p10121_s12,250,0.9999999999999999,5000.000000000002,17,0.1,75,ok
p10121\p10121_s13,250,0.9999999999999999,5000.000000000001,11,0.1,75,ok
p10121\p10121_s14,250,1.0,5000.0,17,0.1,75,ok
p10121\p10121_s15,250,1.0,5000.000000000002,13,0.1,75,ok
p10121\p10121_s16,250,1.0,4999.999999999998,12,0.1,75,ok
p10121\p10121_s17,250,1.0,5000.000000000001,9,0.1,75,ok
p10121\p10121_s18,250,1.0,5000.0,12,0.1,75,ok
p10121\p10121_s19,250,0.9999999999999998,4999.999999999999,9,0.1,75,ok
p10121\p10121_s20,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
p10121\p10121_s21,250,1.0,5000.000000000001,16,0.1,75,ok
p10121\p10121_s22,250,1.0,5000.000000000001,17,0.1,75,ok
p10121\p10121_s23,250,1.0,5000.000000000001,13,0.1,75,ok
p10121\p10121_s24,250,1.0,4999.999999999998,17,0.1,75,ok
p10121\p10121_s25,250,1.0,4999.999999999998,13,0.1,75,ok
p10121\p10121_s26,250,0.9999999999999999,4999.999999999999,25,0.1,75,ok
p10121\p10121_s27,250,1.0,5000.0,21,0.1,75,ok
p10121\p10121_s28,250,1.0,5000.0,11,0.1,75,ok
p10121\p10121_s29,250,0.9999999999999999,5000.000000000002,9,0.1,75,ok
p10121\p10121_s30,250,0.9999999999999999,5000.0,18,0.1,75,ok
p10121\p10121_s31,250,0.9999999999999999,5000.000000000001,12,0.1,75,ok
p10121\p10121_s32,250,1.0,5000.0,20,0.1,75,ok
p10121\p10121_s33,250,1.0,5000.0,11,0.1,75,ok
p10121\p10121_s34,250,0.9999999999999999,5000.000000000003,6,0.1,75,ok
p10121\p10121_s35,250,1.0,5000.000000000002,16,0.1,75,ok
p10121\p10121_s36,250,1.0,5000.0,17,0.1,75,ok
p10121\p10121_s37,250,1.0,5000.0,18,0.1,75,ok
p10121\p10121_s38,250,1.0000000000000002,5000.0,14,0.1,75,ok
p10121\p10121_s39,250,1.0,5000.000000000001,18,0.1,75,ok
p10121\p10121_s40,250,1.0,5000.0,14,0.1,75,ok
p10121\p10121_s41,250,0.9999999999999999,5000.000000000001,11,0.1,75,ok
p10122\p10122_s00,250,0.9999999999999999,5000.000000000001,14,0.1,75,ok
p10122\p10122_s01,250,1.0,5000.000000000001,15,0.1,75,ok
p10122\p10122_s02,250,1.0,5000.000000000003,9,0.1,75,ok
p10122\p10122_s03,250,1.0,4999.999999999999,12,0.1,75,ok
p10122\p10122_s04,250,1.0,5000.0,14,0.1,75,ok
p10122\p10122_s05,250,1.0,5000.000000000001,20,0.1,75,ok
p10122\p10122_s06,250,1.0,5000.000000000002,5,0.1,75,ok
p10122\p10122_s07,250,1.0,5000.000000000001,8,0.1,75,ok
p10122\p10122_s08,250,1.0,4999.999999999999,8,0.1,75,ok
p10122\p10122_s09,250,0.9999999999999999,5000.000000000001,5,0.1,75,ok
p10122\p10122_s10,250,1.0,5000.0,15,0.1,75,ok
p10122\p10122_s11,250,0.9999999999999999,4999.999999999999,10,0.1,75,ok
p10122\p10122_s12,250,1.0,5000.000000000001,13,0.1,75,ok
p10122\p10122_s13,250,1.0,5000.000000000002,17,0.1,75,ok
p10122\p10122_s14,250,1.0,5000.0,14,0.1,75,ok
p10122\p10122_s15,250,1.0,4999.999999999999,10,0.1,75,ok
p10122\p10122_s16,250,1.0,5000.000000000002,4,0.1,75,ok
p10122\p10122_s17,250,1.0000000000000002,4999.999999999998,15,0.1,75,ok
p10122\p10122_s18,250,0.9999999999999999,5000.0,18,0.1,75,ok
p10122\p10122_s19,250,1.0000000000000002,5000.0,12,0.1,75,ok
p10122\p10122_s20,250,0.9999999999999999,5000.000000000001,16,0.1,75,ok
p10122\p10122_s21,250,1.0,5000.000000000002,15,0.1,75,ok
p10122\p10122_s22,250,0.9999999999999998,5000.0,11,0.1,75,ok
p10122\p10122_s23,250,1.0,4999.999999999999,10,0.1,75,ok
p10122\p10122_s24,250,1.0,5000.000000000002,3,0.1,75,ok
p10122\p10122_s25,250,1.0,5000.0,16,0.1,75,ok
p10122\p10122_s26,250,1.0,5000.000000000001,19,0.1,75,ok
p10122\p10122_s27,250,0.9999999999999999,5000.0,8,0.1,75,ok
p10122\p10122_s28,250,1.0,5000.0,12,0.1,75,ok
p10122\p10122_s29,250,0.9999999999999998,5000.000000000002,14,0.1,75,ok
p10122\p10122_s30,250,1.0,5000.000000000003,5,0.1,75,ok
p10122\p10122_s31,250,1.0,5000.0,7,0.1,75,ok
p10122\p10122_s32,250,1.0,4999.999999999999,14,0.1,75,ok
p10122\p10122_s33,250,1.0,5000.0,12,0.1,75,ok
p10122\p10122_s34,250,1.0,5000.0,17,0.1,75,ok
p10122\p10122_s35,250,1.0,4999.999999999999,13,0.1,75,ok
p10122\p10122_s36,250,1.0,4999.999999999999,12,0.1,75,ok
p10122\p10122_s37,250,1.0000000000000002,5000.0,16,0.1,75,ok
p10122\p10122_s38,250,1.0,4999.999999999999,16,0.1,75,ok
p10122\p10122_s39,250,1.0,4999.999999999999,10,0.1,75,ok
p10122\p10122_s40,250,0.9999999999999998,5000.0,16,0.1,75,ok
p10122\p10122_s41,250,1.0,5000.000000000001,11,0.1,75,ok
p10122\p10122_s42,250,1.0,5000.0,10,0.1,75,ok
p10122\p10122_s43,250,1.0,5000.000000000001,8,0.1,75,ok
p10122\p10122_s44,250,1.0,4999.999999999999,14,0.1,75,ok
p10122\p10122_s45,250,0.9999999999999999,5000.000000000003,16,0.1,75,ok
p10122\p10122_s46,250,1.0,5000.000000000001,14,0.1,75,ok
p10122\p10122_s47,250,1.0,5000.000000000002,13,0.1,75,ok
p10122\p10122_s48,250,1.0,5000.0,13,0.1,75,ok
p10122\p10122_s49,250,0.9999999999999998,5000.000000000001,5,0.1,75,ok
p10123\p10123_s00,250,1.0000000000000002,5000.0,5,0.1,75,ok
p10123\p10123_s01,250,1.0,5000.000000000001,16,0.1,75,ok
p10123\p10123_s02,250,1.0,5000.0,12,0.1,75,ok
p10123\p10123_s03,250,1.0,5000.000000000003,7,0.1,75,ok
p10123\p10123_s04,250,0.9999999999999999,5000.000000000003,19,0.1,75,ok
p10123\p10123_s05,250,0.9999999999999999,5000.000000000002,17,0.1,75,ok
p10123\p10123_s06,250,1.0,5000.0,15,0.1,75,ok
p10123\p10123_s07,250,1.0,5000.000000000002,16,0.1,75,ok
p10123\p10123_s08,250,1.0,5000.000000000001,11,0.1,75,ok
p10123\p10123_s09,250,1.0,5000.000000000001,17,0.1,75,ok
p10123\p10123_s10,250,1.0,5000.000000000002,8,0.1,75,ok
p10123\p10123_s11,250,0.9999999999999998,5000.000000000002,11,0.1,75,ok
p10123\p10123_s12,250,1.0,4999.999999999999,20,0.1,75,ok
p10123\p10123_s13,250,1.0,5000.0,18,0.1,75,ok
p10123\p10123_s14,250,1.0,5000.000000000001,14,0.1,75,ok
p10123\p10123_s15,250,1.0,5000.0,16,0.1,75,ok
p10123\p10123_s16,250,1.0,5000.0,13,0.1,75,ok
p10123\p10123_s17,250,1.0,5000.000000000002,9,0.1,75,ok
p10123\p10123_s18,250,1.0,5000.000000000003,18,0.1,75,ok
p10123\p10123_s19,250,0.9999999999999999,5000.000000000001,15,0.1,75,ok
p10123\p10123_s20,250,1.0,5000.000000000001,16,0.1,75,ok
p10123\p10123_s21,250,1.0,5000.000000000001,18,0.1,75,ok
p10123\p10123_s22,250,1.0,4999.999999999999,17,0.1,75,ok
p10123\p10123_s23,250,1.0,4999.999999999999,14,0.1,75,ok
p10123\p10123_s24,250,1.0,5000.0,10,0.1,75,ok
p10123\p10123_s25,250,1.0,5000.000000000001,13,0.1,75,ok
p10123\p10123_s26,250,1.0,5000.000000000001,16,0.1,75,ok
p10123\p10123_s27,250,1.0,4999.999999999999,17,0.1,75,ok
p10123\p10123_s28,250,1.0,4999.999999999999,18,0.1,75,ok
p10123\p10123_s29,250,1.0,5000.000000000002,18,0.1,75,ok
p10123\p10123_s30,250,1.0,5000.000000000002,17,0.1,75,ok
p10123\p10123_s31,250,1.0000000000000002,5000.0,16,0.1,75,ok
p10123\p10123_s32,250,0.9999999999999999,5000.000000000003,21,0.1,75,ok
p10123\p10123_s33,250,1.0,5000.000000000001,7,0.1,75,ok
p10123\p10123_s34,250,0.9999999999999999,5000.0,5,0.1,75,ok
p10123\p10123_s35,250,1.0,5000.000000000001,20,0.1,75,ok
p10123\p10123_s36,250,1.0,5000.000000000001,19,0.1,75,ok
p10123\p10123_s37,250,0.9999999999999998,5000.000000000002,3,0.1,75,ok
p10123\p10123_s38,250,1.0,5000.000000000002,14,0.1,75,ok
p10123\p10123_s39,250,1.0,4999.999999999999,22,0.1,75,ok
p10123\p10123_s40,250,1.0,5000.0,18,0.1,75,ok
p10123\p10123_s41,250,1.0,5000.000000000002,15,0.1,75,ok
p10123\p10123_s42,250,1.0,5000.0,15,0.1,75,ok
p10123\p10123_s43,250,1.0,5000.0,24,0.1,75,ok
p10123\p10123_s44,250,1.0,4999.999999999998,12,0.1,75,ok
p10123\p10123_s45,250,1.0,4999.999999999997,19,0.1,75,ok
p10123\p10123_s46,250,1.0,5000.000000000001,18,0.1,75,ok
p10123\p10123_s47,250,1.0,5000.0,14,0.1,75,ok
p10123\p10123_s48,250,1.0,4999.999999999999,21,0.1,75,ok
p10124\p10124_s00,250,1.0,4999.999999999998,20,0.1,75,ok
p10124\p10124_s01,250,1.0,5000.000000000002,18,0.1,75,ok
p10124\p10124_s02,250,1.0,5000.0,14,0.1,75,ok
p10124\p10124_s03,250,1.0,5000.000000000004,10,0.1,75,ok
p10124\p10124_s04,250,0.9999999999999998,5000.000000000002,16,0.1,75,ok
p10124\p10124_s05,250,0.9999999999999999,5000.0,16,0.1,75,ok
p10124\p10124_s06,250,1.0,4999.999999999998,11,0.1,75,ok
p10124\p10124_s07,250,1.0,5000.0,13,0.1,75,ok
p10124\p10124_s08,250,1.0,4999.999999999999,18,0.1,75,ok
p10124\p10124_s09,250,1.0,5000.000000000002,16,0.1,75,ok
p10124\p10124_s10,250,1.0,4999.999999999999,17,0.1,75,ok
p10124\p10124_s11,250,1.0,5000.000000000001,17,0.1,75,ok
p10124\p10124_s12,250,1.0,5000.0,15,0.1,75,ok
p10124\p10124_s13,250,1.0,5000.0,16,0.1,75,ok
p10124\p10124_s14,250,0.9999999999999998,4999.999999999999,28,0.1,75,ok
p10124\p10124_s15,250,1.0,5000.000000000002,25,0.1,75,ok
p10124\p10124_s16,250,1.0,5000.000000000001,19,0.1,75,ok
p10124\p10124_s17,250,1.0,5000.000000000001,13,0.1,75,ok
p10124\p10124_s18,250,1.0,5000.000000000001,12,0.1,75,ok
p10124\p10124_s19,250,0.9999999999999999,5000.000000000002,16,0.1,75,ok
p10124\p10124_s20,250,1.0,4999.999999999998,16,0.1,75,ok
p10124\p10124_s21,250,0.9999999999999999,5000.0,25,0.1,75,ok
p10124\p10124_s22,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10124\p10124_s23,250,1.0000000000000002,4999.999999999999,22,0.1,75,ok
p10124\p10124_s24,250,1.0,5000.0,24,0.1,75,ok
p10124\p10124_s25,250,1.0,5000.000000000001,19,0.1,75,ok
p10124\p10124_s26,250,1.0,5000.000000000001,21,0.1,75,ok
p10124\p10124_s27,250,1.0,5000.000000000002,16,0.1,75,ok
p10124\p10124_s28,250,1.0,5000.000000000002,14,0.1,75,ok
p10124\p10124_s29,250,1.0,5000.000000000002,12,0.1,75,ok
p10124\p10124_s30,250,1.0,4999.999999999998,25,0.1,75,ok
p10124\p10124_s31,250,0.9999999999999999,5000.0,14,0.1,75,ok
p10124\p10124_s32,250,1.0,4999.999999999998,10,0.1,75,ok
p10124\p10124_s33,250,1.0,4999.999999999999,15,0.1,75,ok
p10124\p10124_s34,250,0.9999999999999998,5000.000000000002,7,0.1,75,ok
p10124\p10124_s35,250,1.0,4999.999999999999,14,0.1,75,ok
p10124\p10124_s36,250,1.0,5000.0,22,0.1,75,ok
p10124\p10124_s37,250,1.0,5000.000000000001,19,0.1,75,ok
p10124\p10124_s38,250,0.9999999999999998,5000.000000000002,21,0.1,75,ok
p10124\p10124_s39,250,1.0,5000.000000000002,19,0.1,75,ok
p10124\p10124_s40,250,1.0,5000.000000000002,12,0.1,75,ok
p10124\p10124_s41,250,1.0,4999.999999999996,15,0.1,75,ok
p10124\p10124_s42,250,1.0,4999.999999999998,20,0.1,75,ok
p10124\p10124_s43,250,1.0,5000.000000000001,21,0.1,75,ok
p10124\p10124_s44,250,1.0,4999.999999999998,17,0.1,75,ok
p10124\p10124_s45,250,1.0,5000.000000000002,17,0.1,75,ok
p10124\p10124_s46,250,0.9999999999999999,5000.000000000002,9,0.1,75,ok
p10124\p10124_s47,250,1.0,5000.0,18,0.1,75,ok
p10124\p10124_s48,250,1.0,4999.999999999999,16,0.1,75,ok
p10125\p10125_s00,250,0.9999999999999999,5000.000000000002,8,0.1,75,ok
p10125\p10125_s01,250,1.0,5000.0,16,0.1,75,ok
p10125\p10125_s02,250,0.9999999999999999,5000.000000000003,19,0.1,75,ok
p10125\p10125_s03,250,1.0,5000.0,17,0.1,75,ok
p10125\p10125_s04,250,1.0,5000.000000000002,16,0.1,75,ok
p10125\p10125_s05,250,1.0,5000.0,17,0.1,75,ok
p10125\p10125_s06,250,1.0,4999.999999999998,15,0.1,75,ok
p10125\p10125_s07,250,1.0,5000.000000000001,25,0.1,75,ok
p10125\p10125_s08,250,1.0,5000.0,26,0.1,75,ok
p10125\p10125_s09,250,1.0,5000.000000000001,18,0.1,75,ok
p10125\p10125_s10,250,1.0,5000.0,5,0.1,75,ok
p10125\p10125_s11,250,1.0,4999.999999999997,10,0.1,75,ok
p10125\p10125_s12,250,1.0,4999.999999999999,17,0.1,75,ok
p10125\p10125_s13,250,1.0,4999.999999999999,17,0.1,75,ok
p10125\p10125_s14,250,1.0,5000.000000000003,17,0.1,75,ok
p10125\p10125_s15,250,1.0000000000000002,5000.0,17,0.1,75,ok
p10125\p10125_s16,250,1.0,5000.000000000003,24,0.1,75,ok
p10125\p10125_s17,250,0.9999999999999998,5000.0,7,0.1,75,ok
p10125\p10125_s18,250,1.0,5000.0,20,0.1,75,ok
p10125\p10125_s19,250,1.0,4999.999999999999,21,0.1,75,ok
p10125\p10125_s20,250,1.0,5000.000000000001,18,0.1,75,ok
p10125\p10125_s21,250,1.0,5000.0,9,0.1,75,ok
p10125\p10125_s22,250,1.0,5000.000000000002,19,0.1,75,ok
p10125\p10125_s23,250,1.0,5000.0,22,0.1,75,ok
p10125\p10125_s24,250,1.0,5000.0,8,0.1,75,ok
p10125\p10125_s25,250,1.0,5000.000000000001,12,0.1,75,ok
p10125\p10125_s26,250,1.0,5000.000000000001,15,0.1,75,ok
p10125\p10125_s27,250,1.0,5000.0,25,0.1,75,ok
p10125\p10125_s28,250,1.0,5000.000000000002,23,0.1,75,ok
p10125\p10125_s29,250,1.0,5000.000000000001,22,0.1,75,ok
p10125\p10125_s30,250,0.9999999999999999,4999.999999999999,19,0.1,75,ok
p10125\p10125_s31,250,1.0,4999.999999999999,17,0.1,75,ok
p10125\p10125_s32,250,0.9999999999999999,5000.000000000002,19,0.1,75,ok
p10125\p10125_s33,250,1.0000000000000002,4999.999999999999,24,0.1,75,ok
p10125\p10125_s34,250,1.0,5000.0,12,0.1,75,ok
p10125\p10125_s35,250,1.0,4999.999999999998,17,0.1,75,ok
p10125\p10125_s36,250,1.0,5000.000000000001,29,0.1,75,ok
p10125\p10125_s37,250,1.0,4999.999999999999,9,0.1,75,ok
p10125\p10125_s38,250,1.0,4999.999999999999,17,0.1,75,ok
p10125\p10125_s39,250,1.0,5000.000000000001,13,0.1,75,ok
p10125\p10125_s40,250,1.0,5000.0,20,0.1,75,ok
p10125\p10125_s41,250,1.0,5000.0,22,0.1,75,ok
p10125\p10125_s42,250,0.9999999999999999,5000.000000000002,14,0.1,75,ok
p10125\p10125_s43,250,1.0,5000.000000000002,21,0.1,75,ok
p10125\p10125_s44,250,1.0000000000000002,4999.999999999998,8,0.1,75,ok
p10125\p10125_s45,250,1.0,5000.000000000001,14,0.1,75,ok
p10125\p10125_s46,250,1.0,5000.0,9,0.1,75,ok
p10125\p10125_s47,250,1.0,5000.000000000002,8,0.1,75,ok
p10125\p10125_s48,250,0.9999999999999999,5000.000000000002,16,0.1,75,ok
p10125\p10125_s49,250,1.0,5000.0,17,0.1,75,ok
p10126\p10126_s00,250,1.0,5000.000000000002,16,0.1,75,ok
p10126\p10126_s01,250,1.0,5000.000000000003,24,0.1,75,ok
p10126\p10126_s02,250,0.9999999999999999,5000.000000000002,13,0.1,75,ok
p10126\p10126_s03,250,1.0,5000.0,18,0.1,75,ok
p10126\p10126_s04,250,1.0,5000.0,4,0.1,75,ok
p10126\p10126_s05,250,0.9999999999999998,4999.999999999999,15,0.1,75,ok
p10126\p10126_s06,250,1.0,5000.0,17,0.1,75,ok
p10126\p10126_s07,250,0.9999999999999999,5000.0,16,0.1,75,ok
p10126\p10126_s08,250,1.0,5000.0,5,0.1,75,ok
p10126\p10126_s09,250,1.0,4999.999999999997,22,0.1,75,ok
p10126\p10126_s10,250,0.9999999999999998,5000.000000000001,27,0.1,75,ok
p10126\p10126_s11,250,1.0,5000.000000000002,26,0.1,75,ok
p10126\p10126_s12,250,1.0000000000000002,5000.000000000002,16,0.1,75,ok
p10126\p10126_s13,250,1.0,5000.000000000002,16,0.1,75,ok
p10126\p10126_s14,250,1.0,5000.0,19,0.1,75,ok
p10126\p10126_s15,250,0.9999999999999999,5000.000000000003,24,0.1,75,ok
p10126\p10126_s16,250,1.0,5000.000000000001,22,0.1,75,ok
p10126\p10126_s17,250,1.0,5000.0,11,0.1,75,ok
p10126\p10126_s18,250,1.0,5000.0,22,0.1,75,ok
p10126\p10126_s19,250,0.9999999999999999,5000.000000000002,18,0.1,75,ok
p10126\p10126_s20,250,1.0,5000.000000000001,19,0.1,75,ok
p10126\p10126_s21,250,0.9999999999999999,5000.000000000001,31,0.1,75,ok
p10126\p10126_s22,250,1.0,5000.0,20,0.1,75,ok
p10126\p10126_s23,250,1.0,5000.000000000002,22,0.1,75,ok
p10126\p10126_s24,250,1.0,4999.999999999999,16,0.1,75,ok
p10126\p10126_s25,250,1.0,5000.0,15,0.1,75,ok
p10126\p10126_s26,250,1.0,5000.0,20,0.1,75,ok
p10126\p10126_s27,250,1.0,4999.999999999999,20,0.1,75,ok
p10126\p10126_s28,250,1.0,5000.0,15,0.1,75,ok
p10126\p10126_s29,250,1.0,4999.999999999999,3,0.1,75,ok
p10126\p10126_s30,250,1.0,5000.000000000002,17,0.1,75,ok
p10126\p10126_s31,250,1.0,4999.999999999999,23,0.1,75,ok
p10126\p10126_s32,250,1.0,5000.0,16,0.1,75,ok
p10126\p10126_s33,250,1.0,4999.999999999999,15,0.1,75,ok
p10126\p10126_s34,250,1.0,4999.999999999999,34,0.1,75,ok
p10126\p10126_s35,250,0.9999999999999998,5000.0,26,0.1,75,ok
p10126\p10126_s36,250,1.0,5000.0,15,0.1,75,ok
p10126\p10126_s37,250,1.0,5000.000000000002,19,0.1,75,ok
p10126\p10126_s38,250,1.0,5000.000000000001,23,0.1,75,ok
p10126\p10126_s39,250,0.9999999999999999,5000.0,26,0.1,75,ok
p10126\p10126_s40,250,1.0,5000.000000000001,5,0.1,75,ok
p10126\p10126_s41,250,1.0,4999.999999999999,16,0.1,75,ok
p10126\p10126_s42,250,0.9999999999999998,5000.000000000001,21,0.1,75,ok
p10126\p10126_s43,250,1.0,5000.000000000001,23,0.1,75,ok
p10126\p10126_s44,250,1.0,5000.000000000002,2,0.1,75,ok
p10126\p10126_s45,250,1.0,4999.999999999999,21,0.1,75,ok
p10126\p10126_s46,250,0.9999999999999998,5000.000000000001,18,0.1,75,ok
p10126\p10126_s47,250,0.9999999999999999,5000.000000000001,23,0.1,75,ok
p10126\p10126_s48,250,0.9999999999999999,5000.000000000001,22,0.1,75,ok
p10126\p10126_s49,250,0.9999999999999999,5000.0,16,0.1,75,ok
p10127\p10127_s00,250,1.0,5000.0,19,0.1,75,ok
p10127\p10127_s01,250,1.0,5000.000000000002,11,0.1,75,ok
p10127\p10127_s02,250,1.0,5000.000000000002,11,0.1,75,ok
p10127\p10127_s03,250,1.0,5000.000000000001,14,0.1,75,ok
p10127\p10127_s04,250,1.0,4999.999999999999,15,0.1,75,ok
p10127\p10127_s05,250,1.0,5000.0,13,0.1,75,ok
p10127\p10127_s06,250,1.0,5000.0,20,0.1,75,ok
p10127\p10127_s07,250,1.0,4999.999999999999,21,0.1,75,ok
p10127\p10127_s08,250,1.0,5000.000000000001,18,0.1,75,ok
p10127\p10127_s09,250,1.0,5000.0,18,0.1,75,ok
p10127\p10127_s10,250,1.0,5000.000000000001,8,0.1,75,ok
p10127\p10127_s11,250,1.0,5000.000000000002,3,0.1,75,ok
