record,n_signals,length_samples,fs,duration_sec,mean_amplitude,std_amplitude,is_nsr
p10185\p10185_s41,1,1048577,250,4194.308,0.0017857905819879,0.176155871586968,True
p10185\p10185_s42,1,1048577,250,4194.308,0.0014953306680501,0.165406269475321,True
p10185\p10185_s43,1,1048577,250,4194.308,0.0012559701834162,0.1656185713940538,True
p10185\p10185_s44,1,1048577,250,4194.308,0.0020224616229743,0.196456899944129,True
p10185\p10185_s45,1,1048577,250,4194.308,0.0013904423657948,0.2189363684664104,True
p10185\p10185_s46,1,1048577,250,4194.308,0.0002608760338145,0.2375574413429185,True
p10185\p10185_s47,1,1048577,250,4194.308,-0.0003523171178319,0.2374507319770007,True
p10185\p10185_s48,1,1048577,250,4194.308,0.0007449758903775,0.0808296738481869,True
p10185\p10185_s49,1,1048577,250,4194.308,0.0021327288125247,0.0919741029556835,True
p10186\p10186_s00,1,1048577,250,4194.308,0.0008875164036988,0.1013542485571341,True
p10186\p10186_s01,1,1048577,250,4194.308,0.0009601313821832,0.1084348709700166,True
p10186\p10186_s02,1,1048577,250,4194.308,0.0019121944334238,0.1159505675530848,True
p10186\p10186_s03,1,1048577,250,4194.308,0.0024285676137577,0.0345129703792427,True
p10186\p10186_s04,1,1048577,250,4194.308,0.0009197897274697,0.1298963149027246,True
p10186\p10186_s05,1,1048577,250,4194.308,0.0023075426496169,0.1273082698111185,True
p10186\p10186_s06,1,1048577,250,4194.308,0.0016997283852656,0.0240236088972706,True
p10186\p10186_s07,1,1048577,250,4194.308,0.0024473937192907,0.0380954637478311,True
p10186\p10186_s08,1,1048577,250,4194.308,0.0023747787408062,0.037365395139537,True
p10186\p10186_s09,1,1048577,250,4194.308,0.0016701445051423,0.0807572065543912,True
p10186\p10186_s10,1,1048577,250,4194.308,0.0005647831659901,0.1055936645055646,True
p10186\p10186_s11,1,1048577,250,4194.308,0.0036926061281167,0.1164233990597158,True
p10186\p10186_s12,1,1048577,250,4194.308,0.0018960577715384,0.024018700587737,True
p10186\p10186_s13,1,1048577,250,4194.308,0.0023263687551499,0.0294609831683449,True
p10186\p10186_s14,1,1048577,250,4194.308,0.0016513183996093,0.0729197900112118,True
p10186\p10186_s15,1,1048577,250,4194.308,0.0031197546311838,0.1196525710887823,True
p10186\p10186_s16,1,1048577,250,4194.308,0.0011914235358745,0.1242138335870436,True
p10186\p10186_s17,1,1048577,250,4194.308,0.0023156109805597,0.1098282540635861,True
p10186\p10186_s18,1,1048577,250,4194.308,0.0023371265297402,0.0896871931574148,True
p10186\p10186_s19,1,1048577,250,4194.308,0.0015518089846491,0.0230056825310755,True
p10186\p10186_s20,1,1048577,250,4194.308,0.0026894436475722,0.0407377478599714,True
p10186\p10186_s21,1,1048577,250,4194.308,0.0007611125522629,0.1196680005219103,True
p10186\p10186_s22,1,1048577,250,4194.308,0.002627586443678,0.1015883884350165,True
p10186\p10186_s23,1,1048577,250,4194.308,0.0013716162602618,0.1064853245128693,True
p10186\p10186_s24,1,1048577,250,4194.308,0.0023263687551499,0.1230042499789034,True
p10186\p10186_s25,1,1048577,250,4194.308,0.0019982566301461,0.0853288441711795,True
p10186\p10186_s26,1,1048577,250,4194.308,0.0008821375164036,0.0889759830731727,True
p10186\p10186_s27,1,1048577,250,4194.308,0.0021300393688772,0.1166856817555075,True
p10186\p10186_s28,1,1048577,250,4194.308,0.0015195356608783,0.0179923126755937,True
p10186\p10186_s29,1,1048577,250,4194.308,0.0016674550614947,0.071932215962845,True
p10186\p10186_s30,1,1048577,250,4194.308,0.001715865047151,0.0997965877382908,True
p10186\p10186_s31,1,1048577,250,4194.308,0.0029825930051576,0.1303915705135433,True
p10186\p10186_s32,1,1048577,250,4194.308,0.0020197721793267,0.1192804186850819,True
p10186\p10186_s33,1,1048577,250,4194.308,0.002923425244911,0.0414055053050299,True
p10186\p10186_s34,1,1048577,250,4194.308,0.0013312746055482,0.0986333052963606,True
p10186\p10186_s35,1,1048577,250,4194.308,0.0021865176854762,0.122636979819597,True
p10186\p10186_s36,1,1048577,250,4194.308,0.0032515373699148,0.0671226795431147,True
p10186\p10186_s37,1,1048577,250,4194.308,0.0025495925778984,0.0387355794828628,True
p10186\p10186_s38,1,1048577,250,4194.308,-0.001565256202887,0.5659050946443188,True
p10186\p10186_s39,1,1048577,250,4194.308,0.000282391582995,0.6545133078730679,True
p10186\p10186_s40,1,1048577,250,4194.308,0.0031009285256508,0.1174725338790214,True
p10186\p10186_s41,1,1048577,250,4194.308,0.0022295487838373,0.0740993100284534,True
p10186\p10186_s42,1,1048577,250,4194.308,0.0019390888698995,0.0891064738284981,True
p10186\p10186_s43,1,1048577,250,4194.308,0.0013205168309579,0.1073230876330592,True
p10186\p10186_s44,1,1048577,250,4194.308,0.0017185544907986,0.0967110876893943,True
p10186\p10186_s45,1,1048577,250,4194.308,0.0032246429334391,0.1382300099074899,True
p10186\p10186_s46,1,1048577,250,4194.308,0.002608760338145,0.0373425255501637,True
p10186\p10186_s47,1,1048577,250,4194.308,0.0009655102694784,0.0892265690198089,True
p10186\p10186_s48,1,1048577,250,4194.308,0.0023317476424451,0.4029957283459928,True
p10186\p10186_s49,1,1048577,250,4194.308,0.0029772141178624,0.0354108486906582,True
p10187\p10187_s00,1,1048577,250,4194.308,0.0012183179723502,0.1022321099738827,True
p10187\p10187_s01,1,1048577,250,4194.308,0.0022887165440839,0.0446043072738941,True
p10187\p10187_s02,1,1048577,250,4194.308,0.0030605868709372,0.0499806135105705,True
p10187\p10187_s03,1,1048577,250,4194.308,0.0017669644764549,0.1104701328986969,True
p10187\p10187_s04,1,1048577,250,4194.308,0.0021004554887539,0.0671179228697516,True
p10187\p10187_s05,1,1048577,250,4194.308,0.001936399426252,0.0660925837973872,True
p10187\p10187_s06,1,1048577,250,4194.308,0.0030283135471663,0.0462226194433305,True
p10187\p10187_s07,1,1048577,250,4194.308,0.0023801576281014,0.0689244001924097,True
p10187\p10187_s08,1,1048577,250,4194.308,0.0017346911526841,0.093451451609601,True
p10187\p10187_s09,1,1048577,250,4194.308,0.0021650021362956,0.0628022221633836,True
p10187\p10187_s10,1,1048577,250,4194.308,8.337275307473995e-05,0.113511856649139,True
p10187\p10187_s11,1,1048577,250,4194.308,0.0023989837336344,0.0509104178129355,True
p10187\p10187_s12,1,1048577,250,4194.308,0.0007772492141483,0.1111538137749908,True
p10187\p10187_s13,1,1048577,250,4194.308,0.0005513359477523,0.1476823679018837,True
p10187\p10187_s14,1,1048577,250,4194.308,-7.530442213202395e-05,0.1276035218581564,True
p10187\p10187_s15,1,1048577,250,4194.308,0.0022134121219519,0.0681941130485953,True
p10187\p10187_s16,1,1048577,250,4194.308,0.00158408230842,0.0886700262731411,True
p10187\p10187_s17,1,1048577,250,4194.308,0.0024420148319956,0.0701818828194756,True
p10187\p10187_s18,1,1048577,250,4194.308,0.000169434949797,0.0550956035272819,True
p10187\p10187_s19,1,1048577,250,4194.308,0.0006616031373027,0.0866543369212059,True
p10187\p10187_s20,1,1048577,250,4194.308,0.0007153920102542,0.1411878316469848,True
p10187\p10187_s21,1,1048577,250,4194.308,-9.144108401745718e-05,0.1862108874404744,True
p10187\p10187_s22,1,1048577,250,4194.308,-9.144108401745656e-05,0.1061693041004793,True
p10187\p10187_s23,1,1048577,250,4194.308,0.0016136661885433,0.0559236163205523,True
p10187\p10187_s24,1,1048577,250,4194.308,0.0021999649037141,0.0646966828531137,True
p10187\p10187_s25,1,1048577,250,4194.308,0.0011510818811609,0.0660293643512235,True
p10187\p10187_s26,1,1048577,250,4194.308,0.0008740691854609,0.0847831647054765,True
p10187\p10187_s27,1,1048577,250,4194.308,0.0025926236762596,0.0497038512948744,True
p10187\p10187_s28,1,1048577,250,4194.308,0.0008552430799279,0.1304379857429757,True
p10187\p10187_s29,1,1048577,250,4194.308,9.413052766502884e-05,0.1003639608132149,True
p10187\p10187_s30,1,1048577,250,4194.308,0.0031358912930692,0.0690501467901276,True
p10187\p10187_s31,1,1048577,250,4194.308,0.0018557161168248,0.1332139266127199,True
p10187\p10187_s32,1,1048577,250,4194.308,0.0024178098391674,0.0452711580710264,True
p10187\p10187_s33,1,1048577,250,4194.308,-0.0003496276741843,0.099646449521502,True
p10187\p10187_s34,1,1048577,250,4194.308,0.0005136837366862,0.1253981334185389,True
p10187\p10187_s35,1,1048577,250,4194.308,0.0014980201116977,0.2672097917067005,True
p10187\p10187_s36,1,1048577,250,4194.308,0.0001452299569689,0.1118626579746658,True
p10187\p10187_s37,1,1048577,250,4194.308,0.0006427770317697,0.1132759655985259,True
p10187\p10187_s38,1,1048577,250,4194.308,0.0004410687582018,0.1509658075733119,True
p10187\p10187_s39,1,1048577,250,4194.308,0.0013366534928434,0.2603614542803281,True
p10187\p10187_s40,1,1048577,250,4194.308,0.0024151203955198,0.0647605295560493,True
p10187\p10187_s41,1,1048577,250,4194.308,-0.0006051248207037,0.0978194088135658,True
p10187\p10187_s42,1,1048577,250,4194.308,-0.0014227156895657,0.1097159569084144,True
p10187\p10187_s43,1,1048577,250,4194.308,0.0002312921536912,0.1885331188865215,True
p10187\p10187_s44,1,1048577,250,4194.308,0.0021999649037141,0.0393542784919219,True
p10187\p10187_s45,1,1048577,250,4194.308,0.0027862636188848,0.0719845407715744,True
p10187\p10187_s46,1,1048577,250,4194.308,0.0009547524948881,0.058930060096569,True
p10187\p10187_s47,1,1048577,250,4194.308,0.0024635303811761,0.0410781984904351,True
p10187\p10187_s48,1,1048577,250,4194.308,0.0033160840174565,0.0779936205297709,True
p10187\p10187_s49,1,1048577,250,4194.308,-4.034165471358424e-05,0.1954569666427963,True
p10188\p10188_s00,1,1048577,250,4194.308,-0.0164109851374858,0.6672032466829366,True
p10188\p10188_s01,1,1048577,250,4194.308,0.0007826281014435,0.0909680338665537,True
p10188\p10188_s02,1,1048577,250,4194.308,-0.0022080332346568,0.1293768029722451,True
p10188\p10188_s03,1,1048577,250,4194.308,0.0006427770317697,0.074415398137495,True
p10188\p10188_s04,1,1048577,250,4194.308,0.0021300393688772,0.0667812597594767,True
p10188\p10188_s05,1,1048577,250,4194.308,0.0001183355204931,0.0851224024492156,True
p10188\p10188_s06,1,1048577,250,4194.308,0.000728839228492,0.0822346183780129,True
p10188\p10188_s07,1,1048577,250,4194.308,0.0007019447920163,0.3083046500117329,True
p10188\p10188_s08,1,1048577,250,4194.308,0.0005513359477523,0.0447000562979799,True
p10188\p10188_s09,1,1048577,250,4194.308,0.0014469206823938,0.035187601519774,True
p10188\p10188_s10,1,1048577,250,4194.308,0.0011053613391521,0.0321043518156953,True
p10188\p10188_s11,1,1048577,250,4194.308,0.001697038941618,0.0329307893720909,True
p10188\p10188_s12,1,1048577,250,4194.308,0.001715865047151,0.0367444303071579,True
p10188\p10188_s13,1,1048577,250,4194.308,0.0006562242500076,0.0232928899504344,True
p10188\p10188_s14,1,1048577,250,4194.308,0.001546430097354,0.0349756304197022,True
p10188\p10188_s15,1,1048577,250,4194.308,0.0023909154026917,0.0370347892981213,True
p10188\p10188_s16,1,1048577,250,4194.308,-0.0004410687582018,0.0798752585580179,True
p10188\p10188_s17,1,1048577,250,4194.308,-0.0006320192571794,0.0698266679725553,True
p10188\p10188_s18,1,1048577,250,4194.308,-0.0003415593432416,0.0954858123951976,True
p10188\p10188_s19,1,1048577,250,4194.308,0.0012747962889492,0.0494356998154854,True
p10188\p10188_s20,1,1048577,250,4194.308,0.0010381252479628,0.0622088142601856,True
p10188\p10188_s21,1,1048577,250,4194.308,0.0015007095553453,0.0649476216049287,True
p10188\p10188_s22,1,1048577,250,4194.308,0.001471125675222,0.071065757926392,True
p10188\p10188_s23,1,1048577,250,4194.308,0.0010757774590289,0.0517457624326674,True
p10188\p10188_s24,1,1048577,250,4194.308,0.0003173543504135,0.0570958229850579,True
p10188\p10188_s25,1,1048577,250,4194.308,0.0020359088412121,0.0470477369995147,True
p10188\p10188_s26,1,1048577,250,4194.308,0.0018718527787102,0.0389807542923118,True
p10188\p10188_s27,1,1048577,250,4194.308,-5.1099429303872745e-05,0.0416529306462021,True
p10188\p10188_s28,1,1048577,250,4194.308,-0.0051449056978057,0.4587306022284541,True
p10188\p10188_s29,1,1048577,250,4194.308,0.000597056489761,0.4084838242676826,True
p10188\p10188_s30,1,1048577,250,4194.308,-0.0007745597705008,0.0490082060523701,True
p10188\p10188_s31,1,1048577,250,4194.308,-0.0013796845912045,0.0816578086709908,True
p10188\p10188_s32,1,1048577,250,4194.308,-0.0003899693288979,0.0381743742028654,True
p10188\p10188_s33,1,1048577,250,4194.308,-0.0014442312387462,2.3398336195200087,True
p10188\p10188_s34,1,1048577,250,4194.308,0.0024447042756431,0.0660623234946334,True
p10188\p10188_s35,1,1048577,250,4194.308,0.0011833552049317,0.0599623147134039,True
p10188\p10188_s36,1,1048577,250,4194.308,1.0757774590288306e-05,0.0884217736023043,True
p10188\p10188_s37,1,1048577,250,4194.308,0.0018637844477675,0.0594661930089067,True
p10188\p10188_s38,1,1048577,250,4194.308,0.0009305475020599,0.0667068929175326,True
p10188\p10188_s39,1,1048577,250,4194.308,0.0008149014252143,0.0643959294640016,True
p10188\p10188_s40,1,1048577,250,4194.308,0.0010865352336191,0.0787110050909468,True
p10188\p10188_s41,1,1048577,250,4194.308,0.0014603679006317,0.0505107411486596,True
p10188\p10188_s42,1,1048577,250,4194.308,0.0011026718955046,0.0815678552406007,True
p10188\p10188_s43,1,1048577,250,4194.308,0.0020843188268684,0.0446135151580746,True
p10188\p10188_s44,1,1048577,250,4194.308,0.002105834376049,0.0730599586824469,True
p10188\p10188_s45,1,1048577,250,4194.308,0.0020654927213354,0.0363940634074746,True
p10188\p10188_s46,1,1048577,250,4194.308,0.0022779587694936,0.0449255917041442,True
p10188\p10188_s47,1,1048577,250,4194.308,0.001546430097354,0.0229446547591681,True
p10188\p10188_s48,1,1048577,250,4194.308,0.0018530266731772,0.0260807095928792,True
p10188\p10188_s49,1,1048577,250,4194.308,0.0019579149754326,0.0240430871111921,True
p10189\p10189_s00,1,1048577,250,4194.308,-0.0003442487868892,0.1472544352678384,True
p10189\p10189_s01,1,1048577,250,4194.308,0.0021838282418286,0.1623134534616386,True
p10189\p10189_s02,1,1048577,250,4194.308,-0.0002797021393475,0.1982240238575351,True
p10189\p10189_s03,1,1048577,250,4194.308,-0.0018288216803491,0.2434185359476631,True
p10189\p10189_s04,1,1048577,250,4194.308,0.002589934232612,0.1347109981436281,True
p10189\p10189_s05,1,1048577,250,4194.308,0.0019955671864986,0.1290324723221071,True
p10189\p10189_s06,1,1048577,250,4194.308,0.0037544633320108,0.1762718729540572,True
p10189\p10189_s07,1,1048577,250,4194.308,0.0025200086977751,0.1149480621018262,True
p10189\p10189_s08,1,1048577,250,4194.308,0.000112956633198,0.1472891740898262,True
p10189\p10189_s09,1,1048577,250,4194.308,0.0029368724631488,0.1362209854360783,True
p10189\p10189_s10,1,1048577,250,4194.308,0.0020977660451063,0.1182777933970734,True
p10189\p10189_s11,1,1048577,250,4194.308,0.0001855716116824,0.1610886998265528,True
p10189\p10189_s12,1,1048577,250,4194.308,0.0020359088412121,0.1662731423071245,True
p10189\p10189_s13,1,1048577,250,4194.308,0.0020359088412121,0.1440392791959379,True
p10189\p10189_s14,1,1048577,250,4194.308,0.0043165570543534,0.1779058124923025,True
p10189\p10189_s15,1,1048577,250,4194.308,0.001433473464156,0.1461729548533176,True
p10189\p10189_s16,1,1048577,250,4194.308,2.151554918057972e-05,0.1687702485040017,True
p10189\p10189_s17,1,1048577,250,4194.308,0.0006024353770561,0.1498951669368214,True
p10189\p10189_s18,1,1048577,250,4194.308,-0.0003765221106601,0.2105375849835283,True
p10189\p10189_s19,1,1048577,250,4194.308,0.0024420148319956,0.1789289816994113,True
p10189\p10189_s20,1,1048577,250,4194.308,0.0036684011352885,0.1706862462204894,True
p10189\p10189_s21,1,1048577,250,4194.308,0.0041309854426709,0.1721435274364931,True
p10189\p10189_s22,1,1048577,250,4194.308,-0.0004061059907834,0.1596692183692507,True
p10189\p10189_s23,1,1048577,250,4194.308,0.0019659833063753,0.149209612219743,True
p10189\p10189_s24,1,1048577,250,4194.308,0.0010730880153813,0.1657460240640831,True
p10189\p10189_s25,1,1048577,250,4194.308,0.0023693998535111,0.1395445208626854,True
p10189\p10189_s26,1,1048577,250,4194.308,0.0033994567705313,0.1540328764106799,True
p10189\p10189_s27,1,1048577,250,4194.308,0.0008149014252143,0.1746429364584191,True
p10189\p10189_s28,1,1048577,250,4194.308,0.0017266228217413,0.1037939839555045,True
p10189\p10189_s29,1,1048577,250,4194.308,0.0031547173986022,0.1362273978379818,True
p10189\p10189_s30,1,1048577,250,4194.308,0.0025657292397839,0.1457455117802833,True
p10189\p10189_s31,1,1048577,250,4194.308,0.0023236793115024,0.1206167803780927,True
p10189\p10189_s32,1,1048577,250,4194.308,0.0023398159733878,0.1853029229903514,True
p10189\p10189_s33,1,1048577,250,4194.308,0.0017185544907986,0.1584150040541785,True
p10189\p10189_s34,1,1048577,250,4194.308,0.0014119579149754,0.2287992614504563,True
p10189\p10189_s35,1,1048577,250,4194.308,0.0023156109805597,0.186904408229464,True
p10189\p10189_s36,1,1048577,250,4194.308,-0.000225913266396,0.1926445864771286,True
p10189\p10189_s37,1,1048577,250,4194.308,0.0394433805352946,1.8414271822179973,True
p10189\p10189_s38,1,1048577,250,4194.308,0.0004679631946775,0.1843222662928719,True
p10189\p10189_s39,1,1048577,250,4194.308,0.0014307840205084,0.2104083100994205,True
p10189\p10189_s40,1,1048577,250,4194.308,-0.0010139202551347,0.2014905418906821,True
p10190\p10190_s00,1,1048577,250,4194.308,0.0035446867275002,0.2105281795649843,True
p10190\p10190_s01,1,1048577,250,4194.308,0.0031816118350779,0.3215668869028764,True
p10190\p10190_s02,1,1048577,250,4194.308,0.0022080332346568,0.1751158481424987,True
p10190\p10190_s03,1,1048577,250,4194.308,0.0037652211066011,0.2073240108094705,True
p10190\p10190_s04,1,1048577,250,4194.308,0.0030417607654042,0.2251884486254787,True
p10190\p10190_s05,1,1048577,250,4194.308,0.0043837931455427,0.2682291391820989,True
p10190\p10190_s06,1,1048577,250,4194.308,0.004413377025666,0.1089759817808847,True
p10190\p10190_s07,1,1048577,250,4194.308,0.0041040910061952,0.1001384041324146,True
p10190\p10190_s08,1,1048577,250,4194.308,0.0040529915768913,0.1954961739683052,True
p10190\p10190_s09,1,1048577,250,4194.308,0.0034559350871303,0.1877321011782378,True
p10190\p10190_s10,1,1048577,250,4194.308,0.0017051072725608,0.2864819061709649,True
p10190\p10190_s11,1,1048577,250,4194.308,0.0035715811639759,0.2238477832392678,True
p10190\p10190_s12,1,1048577,250,4194.308,0.0041820848719748,0.173892383789168,True
p10190\p10190_s13,1,1048577,250,4194.308,0.003111686300241,0.2480163803989095,True
p10190\p10190_s14,1,1048577,250,4194.308,0.0040529915768913,0.2435637432728055,True
p10190\p10190_s15,1,1048577,250,4194.308,0.0037921155430768,0.22681007909713,True
p10190\p10190_s16,1,1048577,250,4194.308,0.0052175206762901,0.2149474030542367,True
p10190\p10190_s17,1,1048577,250,4194.308,0.0034344195379497,0.226130786829847,True
p10190\p10190_s18,1,1048577,250,4194.308,0.0037463950010681,0.2670975643452789,True
p10190\p10190_s19,1,1048577,250,4194.308,0.0027808847315897,0.142051282043955,True
p10190\p10190_s20,1,1048577,250,4194.308,0.0051637318033387,0.2186807715956596,True
p10190\p10190_s21,1,1048577,250,4194.308,0.0042789048432874,0.1903446729432908,True
p10190\p10190_s22,1,1048577,250,4194.308,0.0039561716055787,0.1781037461120126,True
p10190\p10190_s23,1,1048577,250,4194.308,0.0040637493514816,0.1831242925953394,True
p10190\p10190_s24,1,1048577,250,4194.308,0.0030498290963469,0.2251257766074379,True
p10190\p10190_s25,1,1048577,250,4194.308,0.0040341654713583,0.1813953481294276,True
p10190\p10190_s26,1,1048577,250,4194.308,0.003313394573809,0.1935699330148725,True
p10190\p10190_s27,1,1048577,250,4194.308,0.0036226805932798,0.287774499287393,True
p10190\p10190_s28,1,1048577,250,4194.308,0.003369872890408,0.1674403853927365,True
p10190\p10190_s29,1,1048577,250,4194.308,0.0047952780236213,0.1645088054822297,True
p10190\p10190_s30,1,1048577,250,4194.308,0.0039212088381603,0.2073415279308531,True
p10190\p10190_s31,1,1048577,250,4194.308,0.004319246498001,0.1949956215651704,True
p10190\p10190_s32,1,1048577,250,4194.308,0.0039938238166447,0.2307671127314602,True
p10190\p10190_s33,1,1048577,250,4194.308,0.0018234427930539,0.2778329407493796,True
p10190\p10190_s34,1,1048577,250,4194.308,0.0038405255287331,0.2764139845293287,True
p10190\p10190_s35,1,1048577,250,4194.308,0.0049942968535416,0.1907148672525305,True
p10190\p10190_s36,1,1048577,250,4194.308,0.0033053262428662,0.2737785545470169,True
p10190\p10190_s37,1,1048577,250,4194.308,0.0033913884395886,0.19977018108482,True
p10190\p10190_s38,1,1048577,250,4194.308,0.0046554269539475,0.2901427180766031,True
p10190\p10190_s39,1,1048577,250,4194.308,0.0025200086977751,0.2601556411353363,True
p10190\p10190_s40,1,1048577,250,4194.308,0.0054515022736289,0.2103329999080239,True
p10190\p10190_s41,1,1048577,250,4194.308,0.0031923696096682,0.2271839135004129,True
p10190\p10190_s42,1,1048577,250,4194.308,0.0038808671834467,0.2833607163413188,True
p10190\p10190_s43,1,1048577,250,4194.308,0.0027244064149906,0.2294052682226756,True
p10190\p10190_s44,1,1048577,250,4194.308,0.0028803941465498,0.2305610638320316,True
p10190\p10190_s45,1,1048577,250,4194.308,0.0038324571977904,0.3192854938620137,True
p10190\p10190_s46,1,1048577,250,4194.308,0.0027728164006469,0.194921629262471,True
p10190\p10190_s47,1,1048577,250,4194.308,0.0032192640461439,0.2019568435815665,True
p10190\p10190_s48,1,1048577,250,4194.308,0.0039427243873409,0.1848589212259068,True
p10190\p10190_s49,1,1048577,250,4194.308,0.0043784142582476,0.191887980494494,True
p10191\p10191_s00,1,1048577,250,4194.308,0.0028454313791314,0.1006574591354378,True
p10191\p10191_s01,1,1048577,250,4194.308,0.0015787034211249,0.1282873198737456,True
p10191\p10191_s02,1,1048577,250,4194.308,0.0030202452162236,0.1423494314725239,True
p10191\p10191_s03,1,1048577,250,4194.308,0.0019767410809656,0.1335994436963933,True
p10191\p10191_s04,1,1048577,250,4194.308,0.0018852999969481,0.1027995146685535,True
p10191\p10191_s05,1,1048577,250,4194.308,0.0026921330912198,0.1023110812298812,True
p10191\p10191_s06,1,1048577,250,4194.308,0.0016055978576006,0.110304526842926,True
p10191\p10191_s07,1,1048577,250,4194.308,0.0019686727500228,0.1138837021406513,True
p10191\p10191_s08,1,1048577,250,4194.308,0.0007960753196813,0.1306591508213244,True
p10191\p10191_s09,1,1048577,250,4194.308,0.0023505737479781,0.092317523291229,True
p10191\p10191_s10,1,1048577,250,4194.308,0.0021461760307626,0.1419652627951222,True
p10191\p10191_s11,1,1048577,250,4194.308,0.0032676740318002,0.1460313113952955,True
p10191\p10191_s12,1,1048577,250,4194.308,0.0028750152592547,0.1309141011973868,True
p10191\p10191_s13,1,1048577,250,4194.308,-0.0005190626239814,0.0342339609390685,True
p10191\p10191_s14,1,1048577,250,4194.308,0.0031950590533158,0.0771855640664446,True
p10191\p10191_s15,1,1048577,250,4194.308,0.0012183179723502,0.0527693099492748,True
p10191\p10191_s16,1,1048577,250,4194.308,0.0011968024231696,0.0334354177243165,True
p10191\p10191_s17,1,1048577,250,4194.308,0.0021865176854762,0.058816726408208,True
p10191\p10191_s18,1,1048577,250,4194.308,0.0001237144077883,0.0645072959333184,True
p10191\p10191_s19,1,1048577,250,4194.308,0.001992877742851,0.0644084369241973,True
p10192\p10192_s00,1,1048577,250,4194.308,0.0037302583391827,0.085171807015299,True
p10192\p10192_s01,1,1048577,250,4194.308,0.002458151493881,0.0798993199354766,True
p10192\p10192_s02,1,1048577,250,4194.308,0.0032918790246284,0.0955283351060078,True
p10192\p10192_s03,1,1048577,250,4194.308,0.0036173017059846,0.0619889617792501,True
p10192\p10192_s04,1,1048577,250,4194.308,0.0027620586260567,0.0516282313267253,True
p10192\p10192_s05,1,1048577,250,4194.308,0.0033483573412274,0.0810667634296686,True
p10192\p10192_s06,1,1048577,250,4194.308,0.003759842219306,0.0666827795368954,True
p10192\p10192_s07,1,1048577,250,4194.308,0.0041686376537369,0.066668237712393,True
p10192\p10192_s08,1,1048577,250,4194.308,0.0036603328043458,0.0636360490385496,True
p10192\p10192_s09,1,1048577,250,4194.308,0.0004464476454969,0.1855517797566837,True
p10192\p10192_s10,1,1048577,250,4194.308,0.0033806306649983,0.0753915361805482,True
p10192\p10192_s11,1,1048577,250,4194.308,0.0033402890102847,0.086605824801659,True
p10192\p10192_s12,1,1048577,250,4194.308,0.0052955145420697,0.0962572147514415,True
p10192\p10192_s13,1,1048577,250,4194.308,0.0024500831629383,0.0754327854824108,True
p10192\p10192_s14,1,1048577,250,4194.308,0.0039965132602923,0.0806345173103297,True
p10192\p10192_s15,1,1048577,250,4194.308,0.0019444677571947,0.0524105064981405,True
p10192\p10192_s16,1,1048577,250,4194.308,0.0017884800256355,0.0729728274327541,True
p10192\p10192_s17,1,1048577,250,4194.308,0.0021327288125247,0.0679123743684048,True
p10192\p10192_s18,1,1048577,250,4194.308,0.0017481383709219,0.1381664210987397,True
p10192\p10192_s19,1,1048577,250,4194.308,0.0021972754600665,0.0957191663292084,True
p10192\p10192_s20,1,1048577,250,4194.308,0.0011322557756279,0.1270137352725174,True
p10192\p10192_s21,1,1048577,250,4194.308,0.0031520279549546,0.091849379865424,True
p10192\p10192_s22,1,1048577,250,4194.308,0.0029772141178624,0.0716583851933994,True
p10192\p10192_s23,1,1048577,250,4194.308,0.0027378536332285,0.0612794132503928,True
p10192\p10192_s24,1,1048577,250,4194.308,0.001231765190588,0.0685824074655012,True
p10192\p10192_s25,1,1048577,250,4194.308,0.0012721068453016,0.1011277757998091,True
p10192\p10192_s26,1,1048577,250,4194.308,0.0033026367992187,0.093118544949671,True
p10192\p10192_s27,1,1048577,250,4194.308,0.0004464476454969,0.1018508481377998,True
p10192\p10192_s28,1,1048577,250,4194.308,0.0015625667592394,0.0767013786974467,True
p10192\p10192_s29,1,1048577,250,4194.308,0.0043730353709524,0.0919465727703613,True
p10192\p10192_s30,1,1048577,250,4194.308,0.0032407795953245,0.1076067535249312,True
p10192\p10192_s31,1,1048577,250,4194.308,0.0042762153996398,0.0779577771526675,True
p10192\p10192_s32,1,1048577,250,4194.308,0.0038055627613147,0.0659206050906425,True
p10192\p10192_s33,1,1048577,250,4194.308,0.0012640385143589,0.1376056963271948,True
p10192\p10192_s34,1,1048577,250,4194.308,0.0020950766014587,0.0862715572660869,True
p10192\p10192_s35,1,1048577,250,4194.308,0.0033779412213507,0.0619572442025798,True
p10192\p10192_s36,1,1048577,250,4194.308,0.0039023827326273,0.0485367911268777,True
p10192\p10192_s37,1,1048577,250,4194.308,-0.0291750846888637,11.650732110477124,True
p10192\p10192_s38,1,1048577,250,4194.308,-0.0015894611957152,0.173391661159377,True
p10192\p10192_s39,1,1048577,250,4194.308,0.002589934232612,0.0586099829772644,True
p10192\p10192_s40,1,1048577,250,4194.308,0.002382847071749,0.1079507639077542,True
p10192\p10192_s41,1,1048577,250,4194.308,0.0016728339487899,0.1100338504188619,True
p10192\p10192_s42,1,1048577,250,4194.308,0.0021972754600665,0.1040650501329116,True
p10192\p10192_s43,1,1048577,250,4194.308,0.0001855716116824,0.17848101724653,True
p10192\p10192_s44,1,1048577,250,4194.308,0.0017642750328073,0.0969327003554114,True
p10192\p10192_s45,1,1048577,250,4194.308,0.0030847918637653,0.1002094567475726,True
p10192\p10192_s46,1,1048577,250,4194.308,0.0018879894405957,0.1144890568332392,True
